STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,sex,Sex,isced11,International Standard Classification of Education (ISCED 2011),age,Age class,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2012,,30.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2013,,28.0,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2014,,26.5,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2015,,25.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2016,,25.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2017,,25.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2018,,24.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2019,,23.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2020,,22.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2021,,22.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2022,,21.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2023,,21.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,FR,France,2024,,20.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2004,,30.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2005,,29.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2006,,28.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2007,,26.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2008,,25.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2009,,25.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2010,,25.4,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2011,,24.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2012,,22.6,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2013,,21.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2014,,20.9,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2015,,20.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2016,,20.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2017,,19.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2018,,18.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2019,,18.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2020,,17.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2021,,16.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2022,,16.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2023,,15.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HR,Croatia,2024,,14.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2004,,29.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2005,,28.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2006,,27.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2007,,26.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2008,,25.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2009,,25.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2010,,24.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2011,,24.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2012,,23.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2013,,22.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2014,,22.0,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2015,,21.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2016,,21.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2017,,21.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2018,,20.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2019,,19.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2020,,19.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2021,,19.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2022,,18.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2023,,18.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,HU,Hungary,2024,,17.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2004,,38.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2005,,37.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2006,,35.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2007,,33.1,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2008,,31.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2009,,30.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2010,,29.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2011,,29.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2012,,28.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2013,,26.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2014,,24.0,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2015,,23.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2016,,23.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2017,,21.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2018,,21.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2019,,21.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2020,,19.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2021,,17.7,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2022,,17.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2023,,17.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IE,Ireland,2024,,16.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2004,,45.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2005,,43.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2006,,43.8,,u,low reliability,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2007,,42.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2008,,42.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2009,,41.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2010,,40.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2011,,36.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2012,,36.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2013,,35.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2014,,33.6,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2015,,32.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2016,,29.2,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2017,,29.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2018,,29.0,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2019,,27.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2020,,27.6,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2021,,24.8,,b,break in time series,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2022,,25.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2023,,23.8,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IS,Iceland,2024,,23.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IT,Italy,2004,,52.4,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IT,Italy,2005,,50.6,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IT,Italy,2006,,49.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IT,Italy,2007,,48.7,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IT,Italy,2008,,47.9,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IT,Italy,2009,,47.1,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IT,Italy,2010,,46.3,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IT,Italy,2011,,45.5,,,,,
dataflow,ESTAT:EDAT_LFS_9903(1.0),Population in private households by educational attainment level (%),A,Annual,PC,Percentage,T,Total,ED0-2,"Less than primary, primary and lower secondary education (levels 0-2)",Y15-64,From 15 to 64 years,IT,Italy,2012,,44.2,,,,,
